pump_id,date,status,load_pct,assigned_process,run_hours_cumulative
P-07,2025-10-14,Running,66.3,Process A,25.0
P-08,2025-10-14,Running,89.7,Process B,69.6
P-09,2025-10-14,Running,65.2,Process A,34.7
P-10,2025-10-14,Running,86.6,Process A,50.6
P-11,2025-10-14,Standby,0,Process C,0
P-12,2025-10-14,Running,88.7,Process B,32.9
P-01,2025-10-15,Running,65.7,Process A,62.5
P-02,2025-10-15,Running,69.9,Process B,67.2
P-03,2025-10-15,Running,78.4,Process C,20.1
P-04,2025-10-15,Running,85.9,Process B,36.7
P-05,2025-10-15,Running,91.7,Process B,51.1
P-06,2025-10-15,Running,67.0,Process A,27.7
P-07,2025-10-15,Running,77.3,Process B,67.2
P-08,2025-10-15,Running,82.7,Process B,55.7
P-09,2025-10-15,Running,95.4,Process A,32.8
P-10,2025-10-15,Running,71.7,Process A,55.7
P-11,2025-10-15,Running,68.7,Process B,40.2
P-12,2025-10-15,Running,64.8,Process B,22.1
P-01,2025-10-16,Running,90.7,Process B,40.1
P-02,2025-10-16,Running,68.3,Process A,43.0
P-03,2025-10-16,Running,87.8,Process C,42.9
P-04,2025-10-16,Running,76.0,Process A,39.4
P-05,2025-10-16,Running,64.6,Process A,35.7
P-06,2025-10-16,Running,79.4,Process A,22.5
P-07,2025-10-16,Running,88.5,Process B,25.6
P-08,2025-10-16,Running,93.7,Process A,63.3
P-09,2025-10-16,Running,67.1,Process A,46.9
P-10,2025-10-16,Running,63.1,Process A,54.6
P-11,2025-10-16,Running,74.3,Process A,56.6
P-12,2025-10-16,Running,81.3,Process B,55.6
P-01,2025-10-17,Running,92.5,Process C,53.8
P-02,2025-10-17,Running,64.1,Process C,34.6
P-03,2025-10-17,Running,60.2,Process B,59.4
P-04,2025-10-17,Standby,0,Process B,0
P-05,2025-10-17,Standby,0,Process A,0
P-06,2025-10-17,Running,76.9,Process A,36.2
P-07,2025-10-17,Running,86.8,Process A,69.8
P-08,2025-10-17,Running,93.4,Process C,27.1
P-09,2025-10-17,Running,76.6,Process A,62.0
P-10,2025-10-17,Running,85.1,Process C,29.2
P-11,2025-10-17,Running,97.6,Process A,30.6
P-12,2025-10-17,Running,72.9,Process A,39.7
P-01,2025-10-18,Running,75.6,Process B,29.9
P-02,2025-10-18,Running,71.1,Process C,37.9
P-03,2025-10-18,Running,68.7,Process B,59.4
P-04,2025-10-18,Running,99.6,Process C,47.0
P-05,2025-10-18,Maintenance,0,Process C,0
P-06,2025-10-18,Running,98.4,Process C,35.5
P-07,2025-10-18,Running,75.5,Process C,25.2
P-08,2025-10-18,Running,90.5,Process C,35.2
P-09,2025-10-18,Running,79.3,Process B,19.0
P-10,2025-10-18,Standby,0,Process B,0
P-11,2025-10-18,Running,85.6,Process A,45.2
P-12,2025-10-18,Running,60.5,Process A,51.3
P-01,2025-10-19,Running,72.4,Process C,41.1
P-02,2025-10-19,Running,63.2,Process A,38.2
P-03,2025-10-19,Running,66.1,Process A,52.7
P-04,2025-10-19,Running,89.0,Process B,57.9
P-05,2025-10-19,Running,71.1,Process C,60.5
P-06,2025-10-19,Running,91.7,Process B,53.0
P-07,2025-10-19,Running,60.9,Process C,35.9
P-08,2025-10-19,Running,81.6,Process C,71.4
P-09,2025-10-19,Running,87.9,Process A,50.8
P-10,2025-10-19,Running,72.9,Process B,52.0
P-11,2025-10-19,Running,79.7,Process A,20.8
P-12,2025-10-19,Maintenance,0,Process A,0
P-01,2025-10-20,Running,66.9,Process C,62.9
P-02,2025-10-20,Standby,0,Process A,0
P-03,2025-10-20,Running,77.0,Process B,34.8
P-04,2025-10-20,Running,69.8,Process A,50.7
P-05,2025-10-20,Running,83.1,Process C,28.9
P-06,2025-10-20,Running,79.2,Process B,39.5
P-07,2025-10-20,Running,77.7,Process C,50.9
P-08,2025-10-20,Running,66.2,Process B,19.1
P-09,2025-10-20,Running,94.2,Process B,50.1
P-10,2025-10-20,Running,89.1,Process B,38.5
P-11,2025-10-20,Running,71.3,Process C,50.7
P-12,2025-10-20,Running,65.5,Process B,28.6
P-01,2025-10-21,Standby,0,Process A,0
P-02,2025-10-21,Running,80.0,Process C,38.2
P-03,2025-10-21,Running,76.6,Process B,70.4
P-04,2025-10-21,Running,79.6,Process C,71.3
P-05,2025-10-21,Running,95.4,Process A,38.8
P-06,2025-10-21,Running,67.8,Process B,69.7
P-07,2025-10-21,Running,90.1,Process B,45.5
P-08,2025-10-21,Running,87.5,Process C,21.1
P-09,2025-10-21,Running,77.0,Process A,31.1
P-10,2025-10-21,Running,92.5,Process C,56.2
P-11,2025-10-21,Running,86.6,Process A,32.1
P-12,2025-10-21,Running,87.2,Process B,31.4
P-01,2025-10-22,Running,86.5,Process A,18.7
P-02,2025-10-22,Running,85.8,Process B,39.5
P-03,2025-10-22,Running,96.0,Process C,67.1
P-04,2025-10-22,Running,66.6,Process B,31.7
P-05,2025-10-22,Running,98.7,Process C,65.9
P-06,2025-10-22,Running,89.4,Process C,64.9
P-07,2025-10-22,Running,82.9,Process B,62.0
P-08,2025-10-22,Running,68.4,Process C,39.5
P-09,2025-10-22,Running,99.5,Process B,18.1
P-10,2025-10-22,Running,87.9,Process C,40.5
P-11,2025-10-22,Running,77.2,Process A,38.2
P-12,2025-10-22,Running,67.9,Process A,45.1
P-01,2025-10-23,Running,82.7,Process A,28.0
P-02,2025-10-23,Running,67.3,Process A,32.0
P-03,2025-10-23,Standby,0,Process B,0
P-04,2025-10-23,Running,96.5,Process A,64.9
P-05,2025-10-23,Running,71.7,Process B,24.7
P-06,2025-10-23,Running,61.2,Process A,43.8
P-07,2025-10-23,Running,64.0,Process A,32.4
P-08,2025-10-23,Standby,0,Process C,0
P-09,2025-10-23,Running,99.5,Process A,29.4
P-10,2025-10-23,Running,75.0,Process C,71.3
P-11,2025-10-23,Running,97.3,Process B,58.9
P-12,2025-10-23,Running,73.5,Process C,66.1
P-01,2025-10-24,Maintenance,0,Process A,0
P-02,2025-10-24,Standby,0,Process C,0
P-03,2025-10-24,Running,84.4,Process B,65.1
P-04,2025-10-24,Running,60.1,Process C,39.7
P-05,2025-10-24,Running,97.0,Process A,50.5
P-06,2025-10-24,Running,71.2,Process C,58.6
P-07,2025-10-24,Running,78.1,Process C,53.6
P-08,2025-10-24,Running,76.5,Process A,18.2
P-09,2025-10-24,Running,97.7,Process B,18.9
P-10,2025-10-24,Running,61.8,Process C,35.6
P-11,2025-10-24,Running,84.3,Process B,57.9
P-12,2025-10-24,Running,73.9,Process B,71.3
P-01,2025-10-25,Running,96.2,Process C,38.8
P-02,2025-10-25,Running,88.5,Process C,65.3
P-03,2025-10-25,Running,88.7,Process A,24.9
P-04,2025-10-25,Running,72.1,Process C,71.8
P-05,2025-10-25,Maintenance,0,Process B,0
P-06,2025-10-25,Running,77.9,Process A,44.0
P-07,2025-10-25,Running,69.7,Process A,58.7
P-08,2025-10-25,Running,63.6,Process B,71.6
P-09,2025-10-25,Running,97.2,Process B,66.7
P-10,2025-10-25,Running,68.8,Process B,54.0
P-11,2025-10-25,Standby,0,Process C,0
P-12,2025-10-25,Running,65.4,Process C,52.2
P-01,2025-10-26,Running,91.8,Process B,65.1
P-02,2025-10-26,Standby,0,Process C,0
P-03,2025-10-26,Running,73.7,Process C,58.1
P-04,2025-10-26,Running,86.2,Process C,70.2
P-05,2025-10-26,Running,69.3,Process B,24.2
P-06,2025-10-26,Running,63.6,Process C,50.0
P-07,2025-10-26,Running,97.7,Process C,37.9
P-08,2025-10-26,Running,98.2,Process C,57.8
P-09,2025-10-26,Running,83.6,Process A,63.7
P-10,2025-10-26,Maintenance,0,Process B,0
P-11,2025-10-26,Running,91.9,Process A,46.1
P-12,2025-10-26,Running,68.9,Process B,18.5
P-01,2025-10-27,Running,72.6,Process B,63.2
P-02,2025-10-27,Running,78.2,Process C,33.3
P-03,2025-10-27,Running,94.0,Process C,19.9
P-04,2025-10-27,Running,80.1,Process C,24.7
P-05,2025-10-27,Maintenance,0,Process C,0
P-06,2025-10-27,Running,85.2,Process A,44.7
P-07,2025-10-27,Running,75.1,Process B,26.2
P-08,2025-10-27,Running,93.9,Process A,55.8
P-09,2025-10-27,Running,94.6,Process A,64.3
P-10,2025-10-27,Running,72.0,Process C,67.3
P-11,2025-10-27,Running,60.9,Process B,36.2
P-12,2025-10-27,Running,99.6,Process B,39.1
P-01,2025-10-28,Running,71.3,Process C,67.8
P-02,2025-10-28,Running,81.9,Process A,25.1
P-03,2025-10-28,Running,83.2,Process A,63.9
P-04,2025-10-28,Running,78.3,Process A,49.2
P-05,2025-10-28,Running,79.3,Process A,29.3
P-06,2025-10-28,Running,67.8,Process C,18.5
P-07,2025-10-28,Running,83.0,Process C,60.4
P-08,2025-10-28,Running,75.1,Process B,54.7
P-09,2025-10-28,Running,62.3,Process B,70.6
P-10,2025-10-28,Running,62.1,Process C,53.1
P-11,2025-10-28,Running,98.8,Process C,57.0
P-12,2025-10-28,Running,64.8,Process B,44.4
P-01,2025-10-29,Running,98.2,Process C,58.2
P-02,2025-10-29,Running,99.6,Process C,53.6
P-03,2025-10-29,Running,94.6,Process C,38.6
P-04,2025-10-29,Running,77.8,Process A,24.5
P-05,2025-10-29,Running,79.6,Process C,67.1
P-06,2025-10-29,Running,83.5,Process C,43.9
P-07,2025-10-29,Running,63.8,Process C,27.8
P-08,2025-10-29,Running,85.8,Process B,34.1
P-09,2025-10-29,Running,73.0,Process C,67.1
P-10,2025-10-29,Running,67.4,Process C,19.1
P-11,2025-10-29,Running,81.5,Process C,44.4
P-12,2025-10-29,Running,83.4,Process C,62.2
P-01,2025-10-30,Running,90.1,Process A,70.1
P-02,2025-10-30,Running,67.2,Process C,55.5
P-03,2025-10-30,Running,77.9,Process B,24.6
P-04,2025-10-30,Running,68.2,Process A,22.7
P-05,2025-10-30,Running,90.1,Process A,70.9
P-06,2025-10-30,Running,74.5,Process C,27.3
P-07,2025-10-30,Maintenance,0,Process C,0
P-08,2025-10-30,Running,72.0,Process C,66.8
P-09,2025-10-30,Running,81.4,Process A,49.2
P-10,2025-10-30,Running,80.9,Process B,50.7
P-11,2025-10-30,Running,87.5,Process C,62.3
P-12,2025-10-30,Running,67.5,Process B,64.2
P-01,2025-10-31,Running,65.4,Process C,29.7
P-02,2025-10-31,Running,65.1,Process C,40.8
P-03,2025-10-31,Running,70.4,Process C,66.8
P-04,2025-10-31,Running,63.3,Process B,54.5
P-05,2025-10-31,Standby,0,Process A,0
P-06,2025-10-31,Running,62.8,Process C,32.5
P-07,2025-10-31,Running,85.8,Process C,38.1
P-08,2025-10-31,Running,92.8,Process C,26.9
P-09,2025-10-31,Running,72.7,Process B,38.5
P-10,2025-10-31,Standby,0,Process A,0
P-11,2025-10-31,Running,65.0,Process A,54.9
P-12,2025-10-31,Running,73.2,Process A,37.6
P-01,2025-11-01,Running,70.9,Process A,32.8
P-02,2025-11-01,Running,99.2,Process A,38.4
P-03,2025-11-01,Running,97.0,Process A,46.4
P-04,2025-11-01,Running,83.6,Process B,23.2
P-05,2025-11-01,Running,82.9,Process B,47.8
P-06,2025-11-01,Running,95.9,Process A,35.2
P-07,2025-11-01,Running,67.2,Process C,54.6
P-08,2025-11-01,Running,82.1,Process B,43.8
P-09,2025-11-01,Running,60.4,Process C,56.5
P-10,2025-11-01,Running,65.7,Process C,57.7
P-11,2025-11-01,Running,89.0,Process B,56.2
P-12,2025-11-01,Running,84.3,Process C,42.7
P-01,2025-11-02,Running,74.2,Process B,45.1
P-02,2025-11-02,Running,77.1,Process C,65.6
P-03,2025-11-02,Running,72.2,Process A,69.2
P-04,2025-11-02,Running,72.5,Process A,52.3
P-05,2025-11-02,Running,69.6,Process A,26.9
P-06,2025-11-02,Running,89.7,Process C,68.2
P-07,2025-11-02,Running,60.4,Process B,54.6
P-08,2025-11-02,Standby,0,Process A,0
P-09,2025-11-02,Running,80.6,Process C,66.0
P-10,2025-11-02,Running,76.2,Process C,28.3
P-11,2025-11-02,Running,60.3,Process B,55.9
P-12,2025-11-02,Running,69.8,Process C,53.7
P-01,2025-11-03,Standby,0,Process C,0
P-02,2025-11-03,Running,61.7,Process B,70.1
P-03,2025-11-03,Running,95.3,Process C,66.8
P-04,2025-11-03,Running,74.7,Process A,45.7
P-05,2025-11-03,Standby,0,Process B,0
P-06,2025-11-03,Running,66.8,Process A,36.2
P-07,2025-11-03,Running,93.3,Process A,33.7
P-08,2025-11-03,Running,70.6,Process A,57.9
P-09,2025-11-03,Running,68.7,Process B,68.2
P-10,2025-11-03,Standby,0,Process C,0
P-11,2025-11-03,Running,61.4,Process B,66.2
P-12,2025-11-03,Running,62.3,Process A,51.2
P-01,2025-11-04,Running,74.2,Process A,36.9
P-02,2025-11-04,Running,76.1,Process A,23.5
P-03,2025-11-04,Running,63.4,Process C,66.5
P-04,2025-11-04,Running,96.5,Process A,26.4
P-05,2025-11-04,Running,69.0,Process B,38.2
P-06,2025-11-04,Running,95.7,Process C,61.8
P-07,2025-11-04,Running,77.5,Process B,26.7
P-08,2025-11-04,Running,77.4,Process B,65.7
P-09,2025-11-04,Running,64.4,Process B,20.2
P-10,2025-11-04,Running,89.8,Process A,26.7
P-11,2025-11-04,Running,79.2,Process C,71.1
P-12,2025-11-04,Running,79.6,Process B,61.2
P-01,2025-11-05,Running,73.0,Process B,45.1
P-02,2025-11-05,Standby,0,Process B,0
P-03,2025-11-05,Running,98.3,Process A,24.8
P-04,2025-11-05,Running,60.5,Process C,30.8
P-05,2025-11-05,Running,73.7,Process C,57.8
P-06,2025-11-05,Running,71.6,Process B,22.5
P-07,2025-11-05,Running,84.7,Process C,45.6
P-08,2025-11-05,Running,90.7,Process B,71.7
P-09,2025-11-05,Running,92.8,Process A,43.6
P-10,2025-11-05,Running,64.1,Process C,45.1
P-11,2025-11-05,Running,99.7,Process C,52.0
P-12,2025-11-05,Running,64.8,Process B,20.1
P-01,2025-11-06,Maintenance,0,Process A,0
P-02,2025-11-06,Running,84.7,Process A,64.7
P-03,2025-11-06,Running,81.0,Process C,52.2
P-04,2025-11-06,Running,73.4,Process B,21.3
P-05,2025-11-06,Running,62.1,Process A,32.5
P-06,2025-11-06,Running,74.0,Process B,31.3
P-07,2025-11-06,Running,67.3,Process A,20.8
P-08,2025-11-06,Running,68.5,Process B,33.1
P-09,2025-11-06,Running,77.2,Process B,69.2
P-10,2025-11-06,Running,72.2,Process A,54.1
P-11,2025-11-06,Running,90.8,Process A,35.9
P-12,2025-11-06,Running,74.5,Process C,46.6
P-01,2025-11-07,Running,86.0,Process A,49.6
P-02,2025-11-07,Running,64.3,Process C,58.1
P-03,2025-11-07,Running,83.5,Process C,62.1
P-04,2025-11-07,Running,77.8,Process A,22.0
P-05,2025-11-07,Running,73.7,Process C,43.6
P-06,2025-11-07,Running,81.3,Process A,20.4
P-07,2025-11-07,Running,82.0,Process B,66.1
P-08,2025-11-07,Running,93.8,Process C,70.7
P-09,2025-11-07,Running,77.9,Process C,24.3
P-10,2025-11-07,Running,79.3,Process C,68.3
P-11,2025-11-07,Running,60.9,Process C,32.8
P-12,2025-11-07,Standby,0,Process B,0
P-01,2025-11-08,Running,82.6,Process C,28.3
P-02,2025-11-08,Running,79.8,Process C,65.0
P-03,2025-11-08,Standby,0,Process A,0
P-04,2025-11-08,Running,80.4,Process C,60.1
P-05,2025-11-08,Running,70.9,Process A,18.2
P-06,2025-11-08,Running,83.7,Process A,65.5
P-07,2025-11-08,Running,78.2,Process C,56.9
P-08,2025-11-08,Running,94.1,Process B,56.2
P-09,2025-11-08,Running,66.8,Process A,46.8
P-10,2025-11-08,Running,85.6,Process B,68.1
P-11,2025-11-08,Running,91.6,Process C,70.9
P-12,2025-11-08,Maintenance,0,Process A,0
P-01,2025-11-09,Running,60.1,Process B,52.2
P-02,2025-11-09,Standby,0,Process B,0
P-03,2025-11-09,Running,88.2,Process C,32.3
P-04,2025-11-09,Running,95.9,Process B,35.5
P-05,2025-11-09,Running,92.6,Process B,29.8
P-06,2025-11-09,Standby,0,Process A,0
P-07,2025-11-09,Running,60.6,Process C,70.9
P-08,2025-11-09,Running,91.2,Process A,57.0
P-09,2025-11-09,Running,97.8,Process B,65.0
P-10,2025-11-09,Running,82.0,Process B,29.9
P-11,2025-11-09,Running,83.3,Process B,26.4
P-12,2025-11-09,Running,89.1,Process B,26.0
P-01,2025-11-10,Running,79.8,Process B,28.0
P-02,2025-11-10,Running,67.6,Process B,68.9
P-03,2025-11-10,Running,71.3,Process B,26.8
P-04,2025-11-10,Running,75.8,Process C,28.1
P-05,2025-11-10,Running,77.1,Process B,67.1
P-06,2025-11-10,Standby,0,Process A,0
P-07,2025-11-10,Running,65.5,Process A,50.6
P-08,2025-11-10,Running,60.8,Process A,59.2
P-09,2025-11-10,Running,61.7,Process A,59.6
P-10,2025-11-10,Running,97.5,Process C,18.7
P-11,2025-11-10,Standby,0,Process A,0
P-12,2025-11-10,Running,92.7,Process C,22.6
P-01,2025-11-11,Running,90.4,Process B,62.0
P-02,2025-11-11,Running,79.2,Process A,21.0
P-03,2025-11-11,Running,85.1,Process A,19.1
P-04,2025-11-11,Running,81.8,Process A,45.6
P-05,2025-11-11,Running,65.7,Process A,19.3
P-06,2025-11-11,Running,65.9,Process C,33.5
P-07,2025-11-11,Standby,0,Process C,0
P-08,2025-11-11,Running,95.4,Process A,44.6
P-09,2025-11-11,Maintenance,0,Process A,0
P-10,2025-11-11,Running,98.2,Process B,22.1
P-11,2025-11-11,Running,74.4,Process A,66.4
P-12,2025-11-11,Running,67.1,Process C,36.1
P-01,2025-11-12,Running,77.0,Process C,55.1
P-02,2025-11-12,Running,71.5,Process A,32.6
P-03,2025-11-12,Running,74.8,Process B,61.8
P-04,2025-11-12,Running,63.1,Process A,64.5
P-05,2025-11-12,Maintenance,0,Process C,0
P-06,2025-11-12,Running,65.9,Process B,57.0
P-07,2025-11-12,Running,79.1,Process A,24.1
P-08,2025-11-12,Running,89.1,Process A,22.9
P-09,2025-11-12,Maintenance,0,Process A,0
P-10,2025-11-12,Running,74.1,Process B,40.9
P-11,2025-11-12,Running,76.6,Process C,36.0
P-12,2025-11-12,Running,86.2,Process A,38.7
P-01,2025-11-13,Running,81.5,Process B,46.8
P-02,2025-11-13,Running,75.4,Process C,56.6
P-03,2025-11-13,Running,91.1,Process C,29.8
P-04,2025-11-13,Running,74.5,Process A,71.7
P-05,2025-11-13,Running,82.3,Process A,67.7
P-06,2025-11-13,Running,74.0,Process A,33.9
P-07,2025-11-13,Running,94.1,Process B,31.1
P-08,2025-11-13,Running,62.2,Process A,24.3
P-09,2025-11-13,Running,65.7,Process C,19.4
P-10,2025-11-13,Standby,0,Process B,0
P-11,2025-11-13,Running,64.2,Process C,22.0
P-12,2025-11-13,Running,94.8,Process A,25.9
P-01,2025-11-14,Running,69.8,Process A,48.7
P-02,2025-11-14,Running,66.0,Process A,43.4
P-03,2025-11-14,Running,81.1,Process B,43.4
P-04,2025-11-14,Running,77.8,Process C,55.5
P-05,2025-11-14,Running,66.2,Process C,19.7
P-06,2025-11-14,Running,80.1,Process A,39.4
P-07,2025-11-14,Running,97.9,Process B,47.9
P-08,2025-11-14,Running,96.8,Process C,34.5
P-09,2025-11-14,Running,97.3,Process B,70.5
P-10,2025-11-14,Running,99.1,Process A,58.1
P-11,2025-11-14,Running,62.2,Process B,27.9
P-12,2025-11-14,Running,82.4,Process A,62.1
P-01,2025-11-15,Running,72.5,Process C,39.9
P-02,2025-11-15,Running,62.2,Process B,52.9
P-03,2025-11-15,Running,64.3,Process A,37.6
P-04,2025-11-15,Running,73.4,Process A,33.2
P-05,2025-11-15,Running,62.6,Process C,18.6
P-06,2025-11-15,Standby,0,Process A,0
P-07,2025-11-15,Running,85.5,Process A,31.0
P-08,2025-11-15,Running,82.8,Process A,48.4
P-09,2025-11-15,Running,61.8,Process B,23.0
P-10,2025-11-15,Running,99.2,Process B,69.8
P-11,2025-11-15,Running,72.6,Process B,57.2
P-12,2025-11-15,Standby,0,Process C,0
P-01,2025-11-16,Running,73.3,Process C,45.2
P-02,2025-11-16,Running,91.0,Process A,49.7
P-03,2025-11-16,Running,83.5,Process A,33.7
P-04,2025-11-16,Running,78.5,Process C,23.0
P-05,2025-11-16,Running,95.4,Process C,53.3
P-06,2025-11-16,Running,66.4,Process C,45.9
P-07,2025-11-16,Running,86.1,Process B,42.2
P-08,2025-11-16,Running,71.6,Process C,64.2
P-09,2025-11-16,Running,95.6,Process C,38.9
P-10,2025-11-16,Running,84.4,Process A,69.7
P-11,2025-11-16,Running,99.8,Process A,61.5
P-12,2025-11-16,Running,94.8,Process C,64.8
P-01,2025-11-17,Running,95.8,Process B,23.1
P-02,2025-11-17,Running,97.4,Process A,21.7
P-03,2025-11-17,Running,74.1,Process A,27.7
P-04,2025-11-17,Running,70.3,Process B,70.8
P-05,2025-11-17,Running,77.7,Process A,68.8
P-06,2025-11-17,Standby,0,Process B,0
P-07,2025-11-17,Running,94.4,Process B,40.1
P-08,2025-11-17,Running,87.2,Process B,37.8
P-09,2025-11-17,Running,98.1,Process B,22.5
P-10,2025-11-17,Running,78.0,Process C,20.3
P-11,2025-11-17,Maintenance,0,Process A,0
P-12,2025-11-17,Running,69.8,Process C,18.4
P-01,2025-11-18,Running,71.6,Process A,48.8
P-02,2025-11-18,Running,68.9,Process B,54.1
P-03,2025-11-18,Running,78.7,Process C,66.6
P-04,2025-11-18,Running,63.4,Process C,23.9
P-05,2025-11-18,Standby,0,Process B,0
P-06,2025-11-18,Running,68.0,Process B,21.5
P-07,2025-11-18,Running,84.2,Process A,55.9
P-08,2025-11-18,Running,71.1,Process A,47.4
P-09,2025-11-18,Standby,0,Process A,0
P-10,2025-11-18,Running,72.8,Process A,71.3
P-11,2025-11-18,Running,62.5,Process B,60.6
P-12,2025-11-18,Maintenance,0,Process A,0
P-01,2025-11-19,Running,94.7,Process C,40.8
P-02,2025-11-19,Running,67.0,Process A,21.7
P-03,2025-11-19,Running,71.9,Process C,42.4
P-04,2025-11-19,Running,68.6,Process B,27.9
P-05,2025-11-19,Running,95.8,Process B,36.5
P-06,2025-11-19,Running,66.6,Process B,68.9
P-07,2025-11-19,Running,81.4,Process A,70.1
P-08,2025-11-19,Running,96.5,Process C,39.0
P-09,2025-11-19,Running,91.3,Process C,28.7
P-10,2025-11-19,Running,83.1,Process A,35.5
P-11,2025-11-19,Maintenance,0,Process C,0
P-12,2025-11-19,Running,89.5,Process B,18.8
P-01,2025-11-20,Running,97.4,Process B,64.7
P-02,2025-11-20,Running,98.8,Process B,32.2
P-03,2025-11-20,Running,99.5,Process A,52.3
P-04,2025-11-20,Running,83.1,Process A,29.8
P-05,2025-11-20,Maintenance,0,Process B,0
P-06,2025-11-20,Running,91.0,Process C,38.4
P-07,2025-11-20,Running,98.1,Process C,49.1
P-08,2025-11-20,Running,92.6,Process A,34.3
P-09,2025-11-20,Running,92.8,Process A,55.8
P-10,2025-11-20,Running,78.2,Process B,37.0
P-11,2025-11-20,Running,77.0,Process B,24.1
P-12,2025-11-20,Running,77.1,Process A,47.8
P-01,2025-11-21,Running,77.4,Process B,63.6
P-02,2025-11-21,Running,77.5,Process B,55.9
P-03,2025-11-21,Standby,0,Process A,0
P-04,2025-11-21,Maintenance,0,Process A,0
P-05,2025-11-21,Running,60.7,Process B,23.6
P-06,2025-11-21,Running,85.0,Process C,23.4
P-07,2025-11-21,Running,83.2,Process A,54.1
P-08,2025-11-21,Running,68.5,Process B,47.8
P-09,2025-11-21,Running,94.3,Process A,36.9
P-10,2025-11-21,Running,78.6,Process C,56.0
P-11,2025-11-21,Running,60.3,Process B,60.2
P-12,2025-11-21,Running,70.7,Process C,32.3
P-01,2025-11-22,Running,91.8,Process B,54.4
P-02,2025-11-22,Running,96.4,Process A,18.8
P-03,2025-11-22,Running,75.0,Process C,62.3
P-04,2025-11-22,Running,73.4,Process C,71.6
P-05,2025-11-22,Running,98.9,Process A,51.3
P-06,2025-11-22,Running,62.1,Process C,41.2
P-07,2025-11-22,Standby,0,Process B,0
P-08,2025-11-22,Maintenance,0,Process A,0
P-09,2025-11-22,Running,72.7,Process A,41.6
P-10,2025-11-22,Running,92.0,Process C,24.4
P-11,2025-11-22,Running,75.7,Process C,67.5
P-12,2025-11-22,Running,66.4,Process B,29.0
P-01,2025-11-23,Running,77.5,Process C,59.6
P-02,2025-11-23,Running,84.7,Process C,67.7
P-03,2025-11-23,Running,75.3,Process C,57.6
P-04,2025-11-23,Maintenance,0,Process C,0
P-05,2025-11-23,Running,74.3,Process A,53.2
P-06,2025-11-23,Running,67.8,Process A,57.2
P-07,2025-11-23,Running,75.1,Process B,53.6
P-08,2025-11-23,Running,97.4,Process C,19.2
P-09,2025-11-23,Maintenance,0,Process A,0
P-10,2025-11-23,Running,97.1,Process A,23.8
P-11,2025-11-23,Running,95.8,Process A,22.2
P-12,2025-11-23,Running,96.5,Process A,39.1
P-01,2025-11-24,Running,60.9,Process A,44.3
P-02,2025-11-24,Running,68.4,Process B,38.3
P-03,2025-11-24,Running,96.3,Process A,27.7
P-04,2025-11-24,Running,67.1,Process C,52.1
P-05,2025-11-24,Running,64.7,Process B,71.7
P-06,2025-11-24,Running,84.6,Process C,18.3
P-07,2025-11-24,Running,70.2,Process A,28.4
P-08,2025-11-24,Running,60.9,Process C,59.1
P-09,2025-11-24,Running,74.6,Process A,19.6
P-10,2025-11-24,Running,63.3,Process C,68.8
P-11,2025-11-24,Running,79.3,Process A,36.8
P-12,2025-11-24,Running,71.8,Process C,61.7
P-01,2025-11-25,Running,97.9,Process A,31.5
P-02,2025-11-25,Running,93.8,Process C,33.2
P-03,2025-11-25,Running,83.3,Process C,34.8
P-04,2025-11-25,Running,98.2,Process B,41.4
P-05,2025-11-25,Running,83.9,Process B,62.1
P-06,2025-11-25,Running,84.3,Process B,28.8
P-07,2025-11-25,Running,95.9,Process A,42.3
P-08,2025-11-25,Running,98.3,Process B,49.7
P-09,2025-11-25,Running,93.1,Process C,69.3
P-10,2025-11-25,Running,75.9,Process A,27.7
P-11,2025-11-25,Running,91.6,Process B,31.2
P-12,2025-11-25,Running,74.9,Process A,60.1
P-01,2025-11-26,Running,72.7,Process A,56.7
P-02,2025-11-26,Running,82.7,Process B,66.5
P-03,2025-11-26,Running,75.4,Process C,29.5
P-04,2025-11-26,Running,82.4,Process C,50.8
P-05,2025-11-26,Running,94.4,Process A,49.0
P-06,2025-11-26,Running,87.3,Process B,35.2
P-07,2025-11-26,Running,67.9,Process B,44.9
P-08,2025-11-26,Maintenance,0,Process B,0
P-09,2025-11-26,Running,78.1,Process C,35.7
P-10,2025-11-26,Running,83.1,Process B,19.0
P-11,2025-11-26,Running,83.0,Process A,67.2
P-12,2025-11-26,Running,93.7,Process B,20.0
P-01,2025-11-27,Running,81.1,Process B,52.8
P-02,2025-11-27,Running,63.8,Process B,57.1
P-03,2025-11-27,Running,90.1,Process B,22.3
P-04,2025-11-27,Running,79.8,Process A,39.2
P-05,2025-11-27,Running,78.2,Process C,70.2
P-06,2025-11-27,Running,75.0,Process C,23.5
P-07,2025-11-27,Running,93.0,Process A,23.7
P-08,2025-11-27,Running,87.5,Process B,30.2
P-09,2025-11-27,Running,89.0,Process B,62.1
P-10,2025-11-27,Running,60.2,Process C,64.9
P-11,2025-11-27,Running,91.4,Process A,20.6
P-12,2025-11-27,Running,70.5,Process C,51.1
